500;6;53.9;54.0;53.8;2.8;3.4;2.8
500;6;38.6;39.2;38.0;3.4;3.7;3.1
500;6;55.4;53.2;56.1;3.7;3.7;3.4
500;6;38.9;39.6;38.4;3.4;3.7;3.4
500;6;53.5;53.7;53.1;3.7;4.1;3.1
500;6;100.0;100.0;100.0;3.4;3.4;2.8
500;6;98.6;97.3;99.5;2.8;3.7;3.1
500;6;49.4;50.8;49.1;3.7;3.1;3.1
500;6;47.8;47.2;48.2;3.4;3.4;3.7
500;6;58.9;59.3;59.3;3.1;3.4;3.4
500;6;47.0;47.9;47.1;3.1;3.7;3.4
500;6;67.5;65.6;68.6;3.7;3.4;3.7
500;6;55.4;55.3;55.4;3.1;2.5;2.8
500;6;60.5;58.6;61.4;3.4;2.5;4.1
500;6;69.1;68.0;69.9;2.5;3.1;2.8
500;6;54.8;54.5;54.9;3.4;3.4;3.1
500;6;74.8;73.8;75.4;4.1;3.7;2.5
500;6;57.7;58.1;57.7;3.1;4.4;3.4
500;6;46.9;39.0;49.9;3.7;3.7;3.1
500;6;35.6;8.3;37.4;2.5;3.7;4.4
500;6;51.9;99.4;48.5;2.8;3.7;4.4
500;6;40.7;37.2;41.0;3.1;4.1;4.1
500;6;42.7;54.3;42.2;2.5;4.7;5.0
500;6;49.7;81.6;47.6;3.4;3.1;4.1
500;6;37.5;20.2;39.2;3.1;3.4;4.1
500;6;50.9;90.0;48.7;3.4;3.1;4.1
500;6;41.9;32.3;42.9;2.8;3.7;5.0
500;6;45.2;48.9;45.0;2.8;4.7;4.1
500;6;54.2;80.8;52.1;3.7;4.4;4.7
500;6;42.3;18.8;43.9;3.7;4.1;4.1
500;6;54.8;85.7;52.6;4.1;3.4;4.7
500;6;44.8;29.4;45.8;3.4;3.4;4.1
500;6;46.2;44.4;46.7;4.1;3.7;2.5
500;6;54.9;74.6;53.6;2.8;5.0;4.4
500;6;43.5;10.0;45.8;2.5;3.7;5.3
500;6;58.1;79.5;56.7;3.1;4.1;3.7
500;6;60;75;40;2.1;3.2;1.0
