500;6;45.0;44.2;48.3;25.9;29.8;45.4
500;6;57.5;55.6;38.0;18.1;6.4;25.9
500;6;50.3;49.6;44.7;14.2;18.1;2.5
500;6;56.7;56.4;49.1;25.9;2.5;14.2
500;6;59.4;58.8;42.8;10.3;22.0;10.3
500;6;51.1;51.5;57.6;10.3;29.8;53.2
500;6;64.7;63.9;54.0;37.6;22.0;37.6
500;6;63.9;62.4;59.8;18.1;10.3;53.2
500;6;73.6;71.1;56.0;18.1;6.4;29.8
500;6;74.2;71.9;46.3;22.0;2.5;29.8
500;6;63.3;64.3;63.0;10.3;6.4;10.3
500;6;73.4;75.4;63.1;22.0;14.2;29.8
500;6;64.4;67.2;76.4;25.9;22.0;18.1
500;6;73.2;75.9;84.1;33.7;18.1;45.4
500;6;82.7;84.9;81.0;22.0;22.0;53.2
500;6;76.7;78.9;92.3;22.0;14.2;29.8
500;6;88.9;89.0;80.8;18.1;18.1;10.3
500;6;81.9;81.1;91.7;18.1;14.2;22.0
500;6;36.9;36.8;36.6;25.9;2.5;18.1
500;6;46.5;45.3;33.3;25.9;10.3;10.3
500;6;41.7;40.8;37.3;22.0;10.3;14.2
500;6;41.5;40.3;33.7;22.0;6.4;33.7
500;6;39.5;38.9;34.3;25.9;10.3;18.1
500;6;38.9;40.2;41.0;22.0;22.0;18.1
500;6;48.2;49.1;42.0;22.0;18.1;18.1
500;6;45.5;45.7;47.7;14.2;29.8;25.9
500;6;50.6;48.1;43.6;18.1;18.1;6.4
500;6;51.0;47.2;41.5;14.2;25.9;25.9
500;6;48.2;44.8;44.0;14.2;14.2;14.2
500;6;53.8;49.7;41.5;10.3;22.0;14.2
500;6;46.3;43.2;48.1;29.8;18.1;10.3
500;6;47.8;44.5;49.7;18.1;10.3;18.1
500;6;45.6;43.6;52.8;10.3;33.7;33.7
500;6;41.6;42.4;60.5;25.9;6.4;33.7
500;6;50.8;52.4;61.7;10.3;18.1;29.8
500;6;50.5;55.0;71.2;18.1;25.9;14.2
500;6;61.2;66.5;73.8;18.1;25.9;2.5
500;6;68.0;73.4;75.0;22.0;18.1;10.3
500;6;69.5;75.7;80.3;22.0;18.1;10.3
500;6;78.8;83.6;79.3;22.0;10.3;18.1
